Date,Open,High,Low,Close,Volume,Adj Close
2015-12-24,197.600006,197.600006,193.75,193.929993,1070400,193.929993
2015-12-23,197.309998,198.419998,196.289993,196.529999,1422300,196.529999
2015-12-22,198.089996,198.50,195.169998,197.029999,2024700,197.029999
2015-12-21,193.800003,198.690002,193.639999,197.440002,2695100,197.440002
2015-12-18,195.539993,196.380005,190.880005,191.919998,3451600,191.919998
2015-12-17,200.720001,201.259995,196.820007,196.940002,2741700,196.940002
2015-12-16,201.070007,201.300003,197.110001,199.339996,3268100,199.339996
2015-12-15,196.00,200.889999,195.240005,199.130005,3635700,199.130005
2015-12-14,193.889999,196.089996,193.320007,193.889999,3223500,193.889999
2015-12-11,196.100006,197.00,193.009995,193.679993,3652300,193.679993
2015-12-10,201.710007,201.970001,197.679993,200.009995,3123600,200.009995
2015-12-09,204.00,205.00,200.009995,200.460007,3363800,200.460007
2015-12-08,204.289993,206.520004,200.690002,205.020004,3924300,205.020004
2015-12-07,207.990005,211.740005,207.770004,208.539993,3422900,208.539993
2015-12-04,208.00,210.029999,206.559998,208.300003,3465300,208.300003
2015-12-03,213.25,215.199997,205.830002,207.479996,4226000,207.479996
2015-12-02,213.850006,214.529999,210.550003,211.360001,4005600,211.360001
2015-12-01,213.389999,214.110001,210.009995,214.110001,6629500,214.110001
2015-11-30,206.210007,217.970001,202.550003,217.970001,25857600,217.970001
2015-11-27,200.229996,205.759995,198.699997,205.580002,3278900,205.580002
2015-11-25,204.960007,207.580002,200.699997,201.800003,3843000,201.800003
2015-11-24,206.75,207.50,202.809998,205.330002,3333700,205.330002
2015-11-23,206.809998,209.00,205.259995,207.460007,3633500,207.460007
2015-11-20,208.300003,209.610001,206.25,206.690002,3749000,206.690002
2015-11-19,204.649994,210.899994,204.649994,207.800003,5391300,207.800003
2015-11-18,196.710007,204.820007,196.520004,204.729996,4569800,204.729996
2015-11-17,199.419998,200.00,195.75,196.830002,2443700,196.830002
2015-11-16,192.039993,201.240005,191.00,198.720001,4217000,198.720001
2015-11-13,195.610001,197.130005,192.850006,193.949997,4097100,193.949997
2015-11-12,198.800003,200.860001,197.539993,198.139999,3158900,198.139999
2015-11-11,198.199997,202.990005,196.300003,199.490005,4544100,199.490005
2015-11-10,193.139999,198.449997,189.550003,196.990005,4368500,196.990005
2015-11-09,198.649994,200.279999,193.009995,194.009995,3998600,194.009995
2015-11-06,197.25,200.389999,196.50,200.300003,3792600,200.300003
2015-11-05,198.070007,200.979996,194.699997,198.910004,3941600,198.910004
2015-11-04,194.210007,199.399994,194.210007,197.919998,4720600,197.919998
2015-11-03,194.50,198.320007,192.039993,192.50,6053400,192.50
2015-11-02,185.399994,195.809998,185.389999,195.190002,6635800,195.190002
2015-10-30,176.880005,189.550003,175.899994,187.470001,12645500,187.470001
2015-10-29,172.539993,172.699997,167.889999,168.990005,5011600,168.990005
2015-10-28,173.279999,174.479996,167.660004,172.539993,4874700,172.539993
2015-10-27,168.789993,174.75,168.610001,173.860001,6576700,173.860001
2015-10-26,169.470001,172.990005,165.830002,166.240005,9115700,166.240005
2015-10-23,158.899994,159.869995,156.059998,157.600006,4210000,157.600006
2015-10-22,150.770004,154.839996,150.309998,153.50,2156100,153.50
2015-10-21,152.220001,152.490005,147.619995,149.630005,3045500,149.630005
2015-10-20,154.820007,154.979996,151.520004,153.210007,2971700,153.210007
2015-10-19,150.50,155.860001,149.039993,154.679993,3966800,154.679993
2015-10-16,149.399994,152.380005,147.860001,151.00,3638500,151.00
2015-10-15,147.039993,150.300003,145.660004,150.240005,3583600,150.240005
